Driver,EventName,TyreLife,exact_compound,delta_from_fresh,dirty_air,TrackTemp,AirTemp
HAM,Bahrain Grand Prix,7.0,C1,-0.2803653846153651,0.2594000000000001,23.3,18.1
SAR,Bahrain Grand Prix,8.0,C1,-1.3374375000000072,0.0,23.3,18.1
ALO,Bahrain Grand Prix,4.0,C1,-0.011288461538470074,0.0,23.3,18.1
ZHO,Bahrain Grand Prix,10.0,C1,1.3911176470588345,0.7838,23.3,18.1
TSU,Bahrain Grand Prix,5.0,C1,0.03670588235294758,0.674,23.3,18.1
STR,Bahrain Grand Prix,10.0,C1,1.1305576923076899,0.8136,23.3,18.1
MAG,Bahrain Grand Prix,8.0,C1,0.8593529411764678,0.8176,23.3,18.1
ALB,Bahrain Grand Prix,4.0,C1,0.3558235294117793,0.654,23.3,18.1
OCO,Bahrain Grand Prix,9.0,C1,1.2142352941176426,0.7094,23.3,18.1
RIC,Bahrain Grand Prix,6.0,C1,1.4225882352941142,0.7906,23.3,18.1
HUL,Bahrain Grand Prix,18.0,C1,1.4124999999999943,0.20839999999999992,23.2,18.1
BOT,Bahrain Grand Prix,7.0,C1,1.0429705882353062,0.8402000000000001,23.2,18.1
GAS,Bahrain Grand Prix,7.0,C1,0.37323469387754926,0.8216,23.2,18.1
VER,Bahrain Grand Prix,3.0,C1,-0.034096153846149946,0.0,23.2,18.1
PER,Bahrain Grand Prix,8.0,C1,0.36894230769232195,0.0,23.1,18.1
SAI,Bahrain Grand Prix,6.0,C1,0.2843269230769323,0.46420000000000006,23.1,18.1
RUS,Bahrain Grand Prix,9.0,C1,-0.2807499999999976,0.5642,23.1,18.1
LEC,Bahrain Grand Prix,9.0,C1,0.5562499999999915,0.7686,23.1,18.1
NOR,Bahrain Grand Prix,7.0,C1,0.009134615384624567,0.2378,23.1,18.1
PIA,Bahrain Grand Prix,8.0,C1,0.13594230769231785,0.5074,23.1,18.1
HAM,Bahrain Grand Prix,8.0,C1,-0.6555576923076814,0.236,23.1,18.1
SAR,Bahrain Grand Prix,9.0,C1,-1.613062499999998,0.0,23.1,18.1
ALO,Bahrain Grand Prix,5.0,C1,0.3285192307692171,0.0,23.1,18.1
ZHO,Bahrain Grand Prix,11.0,C1,1.543999999999997,0.6678,23.1,18.1
TSU,Bahrain Grand Prix,6.0,C1,0.4625882352941204,0.7252,23.1,18.1
STR,Bahrain Grand Prix,11.0,C1,1.490365384615373,0.782,23.1,18.1
MAG,Bahrain Grand Prix,9.0,C1,1.185235294117632,0.77,23.1,18.1
ALB,Bahrain Grand Prix,5.0,C1,0.34970588235293576,0.6597999999999999,23.1,18.1
OCO,Bahrain Grand Prix,10.0,C1,1.1231176470588196,0.5956,23.1,18.1
RIC,Bahrain Grand Prix,7.0,C1,0.993470588235283,0.787,23.1,18.1
BOT,Bahrain Grand Prix,8.0,C1,1.721852941176465,0.18620000000000003,23.1,18.1
GAS,Bahrain Grand Prix,8.0,C1,0.765397959183673,0.8136,23.1,18.1
VER,Bahrain Grand Prix,4.0,C1,0.17671153846154652,0.0,23.1,18.1
PER,Bahrain Grand Prix,9.0,C1,0.31075000000001296,0.0,23.1,18.1
SAI,Bahrain Grand Prix,7.0,C1,0.40913461538461604,0.513,23.1,18.1
RUS,Bahrain Grand Prix,10.0,C1,-0.18894230769230091,0.4246000000000001,23.1,18.1
LEC,Bahrain Grand Prix,10.0,C1,0.794057692307689,0.7562,23.1,18.1
NOR,Bahrain Grand Prix,8.0,C1,0.1829423076923149,0.2964,23.1,18.1
PIA,Bahrain Grand Prix,9.0,C1,0.27975000000000705,0.4788,23.1,18.1
HAM,Bahrain Grand Prix,9.0,C1,-0.35474999999998147,0.31200000000000006,23.1,18.1
SAR,Bahrain Grand Prix,10.0,C1,-1.4756875000000065,0.0,23.2,18.1
ALO,Bahrain Grand Prix,6.0,C1,0.36832692307690706,0.0,23.2,18.1
ZHO,Bahrain Grand Prix,12.0,C1,1.797882352941187,0.5894,23.2,18.1
TSU,Bahrain Grand Prix,7.0,C1,0.5294705882352986,0.7218,23.2,18.1
STR,Bahrain Grand Prix,12.0,C1,1.7081730769230745,0.7634,23.2,18.1
MAG,Bahrain Grand Prix,10.0,C1,1.189117647058822,0.7294,23.2,18.1
ALB,Bahrain Grand Prix,6.0,C1,0.6225882352941312,0.732,23.2,18.1
RIC,Bahrain Grand Prix,8.0,C1,0.5763529411764665,0.3498,23.2,18.1
OCO,Bahrain Grand Prix,11.0,C1,2.3569999999999993,0.0,23.2,18.1
BOT,Bahrain Grand Prix,9.0,C1,1.2227352941176548,0.0,23.2,18.1
GAS,Bahrain Grand Prix,9.0,C1,0.8815612244897864,0.8634,23.2,18.1
VER,Bahrain Grand Prix,5.0,C1,0.1195192307692281,0.0,23.2,18.1
PER,Bahrain Grand Prix,10.0,C1,0.2375576923077034,0.0,23.2,18.1
SAI,Bahrain Grand Prix,8.0,C1,0.36794230769230296,0.5252,23.2,18.1
RUS,Bahrain Grand Prix,11.0,C1,0.08886538461538862,0.2916000000000001,23.2,18.1
LEC,Bahrain Grand Prix,11.0,C1,0.6678653846153821,0.7146,23.2,18.1
NOR,Bahrain Grand Prix,9.0,C1,0.2857500000000073,0.3678,23.2,18.1
PIA,Bahrain Grand Prix,10.0,C1,0.15655769230770034,0.45620000000000005,23.2,18.1
HAM,Bahrain Grand Prix,10.0,C1,-0.17694230769230046,0.35660000000000003,23.2,18.1
SAR,Bahrain Grand Prix,11.0,C1,-1.2273124999999965,0.0,23.2,18.1
ALO,Bahrain Grand Prix,7.0,C1,0.20313461538459876,0.0,23.2,18.1
ZHO,Bahrain Grand Prix,13.0,C1,1.7587647058823563,0.46840000000000004,23.2,18.1
TSU,Bahrain Grand Prix,8.0,C1,0.6453529411764691,0.7558,23.2,18.1
STR,Bahrain Grand Prix,13.0,C1,1.9159807692307567,0.7144,23.2,18.1
MAG,Bahrain Grand Prix,11.0,C1,1.3819999999999908,0.7318,23.2,18.1
ALB,Bahrain Grand Prix,7.0,C1,0.791470588235299,0.7504,23.2,18.1
RIC,Bahrain Grand Prix,9.0,C1,0.9902352941176389,0.45499999999999996,23.2,18.1
OCO,Bahrain Grand Prix,12.0,C1,1.7048823529411692,0.7548,23.2,18.1
BOT,Bahrain Grand Prix,10.0,C1,1.5466176470588238,0.27980000000000005,23.2,18.1
GAS,Bahrain Grand Prix,10.0,C1,0.7137244897959079,0.7906,23.2,18.1
HUL,Bahrain Grand Prix,2.0,C1,0.038000000000010914,0.0,23.0,18.1
VER,Bahrain Grand Prix,6.0,C1,0.18632692307691912,0.0,23.0,18.1
PER,Bahrain Grand Prix,11.0,C1,0.504365384615383,0.0,23.0,18.1
SAI,Bahrain Grand Prix,9.0,C1,0.5637499999999989,0.5309999999999999,23.0,18.1
RUS,Bahrain Grand Prix,12.0,C1,0.10567307692306827,0.0948,23.0,18.1
LEC,Bahrain Grand Prix,12.0,C1,0.913673076923061,0.7538,23.0,18.1
NOR,Bahrain Grand Prix,10.0,C1,0.3685576923076894,0.39339999999999997,23.0,18.1
PIA,Bahrain Grand Prix,11.0,C1,0.3363653846153909,0.4788,23.0,18.1
HAM,Bahrain Grand Prix,11.0,C1,-0.03813461538460672,0.34099999999999997,23.0,18.1
SAR,Bahrain Grand Prix,12.0,C1,-1.4489375000000138,0.0,23.0,18.1
ALO,Bahrain Grand Prix,8.0,C1,0.40094230769229,0.0,23.0,18.1
ZHO,Bahrain Grand Prix,14.0,C1,1.7506470588235317,0.3224,23.0,18.1
TSU,Bahrain Grand Prix,9.0,C1,0.5352352941176548,0.7588,23.0,18.1
STR,Bahrain Grand Prix,14.0,C1,1.6217884615384435,0.6468,23.0,18.1
MAG,Bahrain Grand Prix,12.0,C1,1.583882352941174,0.7374,23.0,18.1
ALB,Bahrain Grand Prix,8.0,C1,0.6853529411764754,0.7736000000000001,23.0,18.1
RIC,Bahrain Grand Prix,10.0,C1,1.068117647058827,0.5112,23.0,18.1
OCO,Bahrain Grand Prix,13.0,C1,1.512764705882347,0.5738000000000001,23.0,18.1
BOT,Bahrain Grand Prix,11.0,C1,1.7845000000000084,0.4112,23.0,18.1
GAS,Bahrain Grand Prix,11.0,C1,1.0078877551020327,0.8166,23.0,18.1
HUL,Bahrain Grand Prix,3.0,C1,-0.0379999999999967,0.0,23.0,18.1
VER,Bahrain Grand Prix,7.0,C1,0.3141346153846172,0.0,23.0,18.1
PER,Bahrain Grand Prix,12.0,C1,0.5211730769230769,0.0,23.0,18.1
SAI,Bahrain Grand Prix,10.0,C1,0.6695576923076914,0.5509999999999999,23.0,18.1
RUS,Bahrain Grand Prix,13.0,C1,-0.05751923076923049,0.0,23.0,18.1
LEC,Bahrain Grand Prix,13.0,C1,0.9054807692307634,0.7472,23.0,18.1
NOR,Bahrain Grand Prix,11.0,C1,0.5503653846153753,0.4516,23.0,18.1
PIA,Bahrain Grand Prix,12.0,C1,0.595173076923075,0.482,23.0,18.1
HAM,Bahrain Grand Prix,12.0,C1,-0.03432692307691809,0.3336,23.0,18.1
SAR,Bahrain Grand Prix,13.0,C1,-1.4965625000000102,0.0,23.0,18.1
ALO,Bahrain Grand Prix,9.0,C1,0.23674999999998647,0.0,23.0,18.1
ZHO,Bahrain Grand Prix,15.0,C1,1.912529411764723,0.2178,23.0,18.1
TSU,Bahrain Grand Prix,10.0,C1,0.5541176470588312,0.7822,23.0,18.1
STR,Bahrain Grand Prix,15.0,C1,1.9885961538461459,0.6158,23.0,18.1
MAG,Bahrain Grand Prix,13.0,C1,1.5027647058823561,0.644,23.0,18.1
ALB,Bahrain Grand Prix,9.0,C1,1.0762352941176516,0.8584,23.0,18.1
RIC,Bahrain Grand Prix,11.0,C1,1.1180000000000092,0.5306,23.0,18.1
OCO,Bahrain Grand Prix,14.0,C1,1.5816470588235347,0.4468,23.0,18.1
BOT,Bahrain Grand Prix,12.0,C1,1.8063823529411849,0.4566,23.0,18.1
GAS,Bahrain Grand Prix,12.0,C1,1.1540510204081613,0.8318,23.0,18.1
HUL,Bahrain Grand Prix,4.0,C1,-0.07999999999998408,0.0,23.0,18.1
VER,Bahrain Grand Prix,8.0,C1,0.4219423076923192,0.0,23.0,18.1
PER,Bahrain Grand Prix,13.0,C1,0.7089807692307772,0.0,22.9,18.1
SAI,Bahrain Grand Prix,11.0,C1,0.7443653846153921,0.5532,22.9,18.1
RUS,Bahrain Grand Prix,14.0,C1,0.18928846153846735,0.0,22.9,18.1
LEC,Bahrain Grand Prix,14.0,C1,0.7962884615384667,0.7096,22.9,18.1
NOR,Bahrain Grand Prix,12.0,C1,0.5121730769230908,0.4718,22.9,18.1
PIA,Bahrain Grand Prix,13.0,C1,0.773980769230775,0.4698,22.9,18.1
HAM,Bahrain Grand Prix,13.0,C1,0.2734807692307868,0.3772,22.9,18.1
ALO,Bahrain Grand Prix,10.0,C1,0.4245576923076868,0.0,22.9,18.1
SAR,Bahrain Grand Prix,14.0,C1,0.3788124999999951,0.0,22.9,18.1
ZHO,Bahrain Grand Prix,16.0,C1,1.9574117647058813,0.04819999999999991,22.9,18.1
TSU,Bahrain Grand Prix,11.0,C1,0.8269999999999982,0.8342,22.9,18.1
STR,Bahrain Grand Prix,16.0,C1,1.8994038461538452,0.515,22.9,18.1
MAG,Bahrain Grand Prix,14.0,C1,1.6926470588235247,0.6404,22.9,18.1
ALB,Bahrain Grand Prix,10.0,C1,1.1541176470588255,0.8488,22.9,18.1
RIC,Bahrain Grand Prix,12.0,C1,1.3808823529411711,0.6182,22.9,18.1
OCO,Bahrain Grand Prix,15.0,C1,1.711529411764701,0.31600000000000006,22.9,18.1
BOT,Bahrain Grand Prix,13.0,C1,1.9782647058823528,0.5114,22.9,18.1
GAS,Bahrain Grand Prix,13.0,C1,1.1802142857142854,0.8226,22.9,18.1
HUL,Bahrain Grand Prix,5.0,C1,0.0030000000000143245,0.0,22.9,18.1
VER,Bahrain Grand Prix,9.0,C1,0.35775000000001,0.0,22.9,18.1
PER,Bahrain Grand Prix,14.0,C1,0.7667884615384679,0.0,22.9,18.1
SAI,Bahrain Grand Prix,12.0,C1,0.8001730769230875,0.5780000000000001,22.9,18.1
RUS,Bahrain Grand Prix,15.0,C1,0.11709615384616257,0.0,22.9,18.1
LEC,Bahrain Grand Prix,15.0,C1,0.9010961538461544,0.7432,22.9,18.1
NOR,Bahrain Grand Prix,13.0,C1,0.40298076923077986,0.4778,22.9,18.1
PIA,Bahrain Grand Prix,14.0,C1,0.702788461538475,0.4142,22.9,18.1
HAM,Bahrain Grand Prix,14.0,C1,0.12328846153847905,0.395,22.9,18.1
ALO,Bahrain Grand Prix,11.0,C1,0.9383653846153805,0.0,22.9,18.1
SAR,Bahrain Grand Prix,15.0,C1,0.09418750000000387,0.0,22.9,18.1
ZHO,Bahrain Grand Prix,17.0,C1,2.1252941176470728,0.0,22.9,18.1
TSU,Bahrain Grand Prix,12.0,C1,1.0898823529411885,0.8406,22.9,18.1
STR,Bahrain Grand Prix,17.0,C1,2.0932115384615315,0.48639999999999994,22.9,18.1
MAG,Bahrain Grand Prix,15.0,C1,1.5515294117647045,0.5812,22.9,18.1
ALB,Bahrain Grand Prix,11.0,C1,1.0840000000000032,0.8616,22.9,18.1
RIC,Bahrain Grand Prix,13.0,C1,1.492764705882351,0.6688000000000001,22.9,18.1
OCO,Bahrain Grand Prix,16.0,C1,1.93841176470589,0.2118,22.9,18.1
BOT,Bahrain Grand Prix,14.0,C1,2.080147058823542,0.5578000000000001,22.9,18.1
GAS,Bahrain Grand Prix,14.0,C1,1.4573775510204143,0.843,22.9,18.1
HUL,Bahrain Grand Prix,6.0,C1,-0.04399999999998272,0.0,22.9,18.1
VER,Bahrain Grand Prix,10.0,C1,0.7705576923077047,0.0,22.9,18.1
PER,Bahrain Grand Prix,15.0,C1,0.7075961538461684,0.0,22.9,18.1
SAI,Bahrain Grand Prix,13.0,C1,0.90598076923078,0.6032,22.9,18.1
RUS,Bahrain Grand Prix,16.0,C1,0.18590384615384892,0.0,22.9,18.1
LEC,Bahrain Grand Prix,16.0,C1,0.9769038461538457,0.7414000000000001,22.9,18.1
NOR,Bahrain Grand Prix,14.0,C1,0.617788461538467,0.5266,22.9,18.1
PIA,Bahrain Grand Prix,15.0,C1,0.7805961538461617,0.351,22.9,18.1
HAM,Bahrain Grand Prix,15.0,C1,0.6650961538461644,0.4286,22.9,18.1
ALO,Bahrain Grand Prix,12.0,C1,0.30017307692305906,0.0,22.9,18.1
SAR,Bahrain Grand Prix,16.0,C1,-1.0804375000000022,0.0,22.9,18.1
ZHO,Bahrain Grand Prix,18.0,C1,2.2391764705882338,0.0,22.9,18.1
TSU,Bahrain Grand Prix,13.0,C1,1.1707647058823483,0.8280000000000001,22.9,18.1
MAG,Bahrain Grand Prix,16.0,C1,1.7404117647058683,0.06059999999999999,22.8,18.1
ALB,Bahrain Grand Prix,12.0,C1,1.3358823529411836,0.0,22.8,18.1
RIC,Bahrain Grand Prix,14.0,C1,1.671647058823524,0.683,22.8,18.1
OCO,Bahrain Grand Prix,17.0,C1,1.8782941176470587,0.08460000000000001,22.8,18.1
BOT,Bahrain Grand Prix,15.0,C1,2.254029411764705,0.6292,22.8,18.1
GAS,Bahrain Grand Prix,15.0,C1,1.5365408163265357,0.8288,22.8,18.1
HUL,Bahrain Grand Prix,7.0,C1,0.11200000000002319,0.0,22.8,18.1
VER,Bahrain Grand Prix,11.0,C1,0.721365384615396,0.0,22.8,18.1
PER,Bahrain Grand Prix,16.0,C1,0.7554038461538539,0.0,22.8,18.1
SAI,Bahrain Grand Prix,14.0,C1,1.222788461538471,0.5953999999999999,22.8,18.1
RUS,Bahrain Grand Prix,17.0,C1,0.3367115384615431,0.0,22.8,18.1
LEC,Bahrain Grand Prix,17.0,C1,1.1077115384615297,0.7382,22.8,18.1
NOR,Bahrain Grand Prix,15.0,C1,0.9645961538461592,0.5476,22.8,18.1
PIA,Bahrain Grand Prix,16.0,C1,0.8354038461538522,0.31520000000000004,22.8,18.1
HAM,Bahrain Grand Prix,16.0,C1,0.2109038461538546,0.36939999999999995,22.8,18.1
ALO,Bahrain Grand Prix,13.0,C1,0.6659807692307567,0.0,22.8,18.1
SAR,Bahrain Grand Prix,17.0,C1,-0.5920625000000115,0.0,22.8,18.1
TSU,Bahrain Grand Prix,14.0,C1,1.3076470588235338,0.0,22.8,18.1
MAG,Bahrain Grand Prix,17.0,C1,1.5062941176470588,0.0,22.8,18.1
ALB,Bahrain Grand Prix,13.0,C1,1.1437647058823615,0.8462000000000001,22.8,18.1
RIC,Bahrain Grand Prix,15.0,C1,1.620529411764707,0.7118,22.8,18.1
OCO,Bahrain Grand Prix,18.0,C1,1.7571764705882345,0.005199999999999982,22.8,18.1
BOT,Bahrain Grand Prix,16.0,C1,2.4789117647058845,0.6537999999999999,22.8,18.1
GAS,Bahrain Grand Prix,16.0,C1,1.8097040816326455,0.8340000000000001,22.8,18.1
HUL,Bahrain Grand Prix,8.0,C1,0.7760000000000247,0.0,22.8,18.0
VER,Bahrain Grand Prix,12.0,C1,1.092173076923089,0.0,22.8,18.0
PER,Bahrain Grand Prix,17.0,C1,1.021211538461543,0.0,22.8,18.0
SAI,Bahrain Grand Prix,15.0,C1,1.3435961538461498,0.5338,22.8,18.0
RUS,Bahrain Grand Prix,18.0,C1,0.5465192307692348,0.0,22.8,18.0
LEC,Bahrain Grand Prix,18.0,C1,1.2185192307692176,0.739,22.8,18.0
NOR,Bahrain Grand Prix,16.0,C1,1.0424038461538458,0.5254,22.8,18.0
PIA,Bahrain Grand Prix,17.0,C1,1.1642115384615437,0.3378,22.8,18.0
HAM,Bahrain Grand Prix,17.0,C1,0.35971153846155346,0.41200000000000003,22.8,18.0
ALO,Bahrain Grand Prix,14.0,C1,0.5687884615384462,0.0,22.7,18.0
TSU,Bahrain Grand Prix,15.0,C1,0.9765294117647016,0.0,22.7,18.0
MAG,Bahrain Grand Prix,18.0,C1,1.5911764705882234,0.0776,22.7,18.0
ALB,Bahrain Grand Prix,14.0,C1,1.0306470588235328,0.8238,22.7,18.0
RIC,Bahrain Grand Prix,16.0,C1,1.5914117647058674,0.7124,22.7,18.0
OCO,Bahrain Grand Prix,19.0,C1,1.9970588235294002,0.0,22.7,18.0
BOT,Bahrain Grand Prix,17.0,C1,2.5937941176470503,0.6092,22.7,18.0
GAS,Bahrain Grand Prix,17.0,C1,1.8028673469387684,0.8300000000000001,22.7,18.0
STR,Bahrain Grand Prix,2.0,C1,0.08359615384614472,0.0,22.7,18.0
HUL,Bahrain Grand Prix,9.0,C1,0.416000000000011,0.45640000000000003,22.7,18.0
VER,Bahrain Grand Prix,13.0,C1,1.124980769230774,0.0,22.7,18.0
PER,Bahrain Grand Prix,18.0,C1,0.9520192307692383,0.0,22.6,18.0
SAI,Bahrain Grand Prix,16.0,C1,1.1354038461538494,0.5012,22.6,18.0
RUS,Bahrain Grand Prix,19.0,C1,0.7213269230769299,0.0,22.6,18.0
LEC,Bahrain Grand Prix,19.0,C1,1.4683269230769156,0.7596,22.6,18.0
NOR,Bahrain Grand Prix,17.0,C1,1.0422115384615438,0.5098,22.6,18.0
PIA,Bahrain Grand Prix,18.0,C1,1.217019230769239,0.31020000000000003,22.6,18.0
HAM,Bahrain Grand Prix,18.0,C1,0.8725192307692424,0.4905999999999999,22.6,18.0
ALO,Bahrain Grand Prix,15.0,C1,0.5015961538461369,0.0,22.6,18.0
TSU,Bahrain Grand Prix,16.0,C1,0.732411764705887,0.0,22.6,18.0
MAG,Bahrain Grand Prix,19.0,C1,1.7220588235294088,0.040000000000000036,22.6,18.0
ALB,Bahrain Grand Prix,15.0,C1,1.175529411764714,0.841,22.6,18.0
RIC,Bahrain Grand Prix,17.0,C1,1.6652941176470506,0.6962,22.6,18.0
GAS,Bahrain Grand Prix,18.0,C1,2.1430306122448854,0.0,22.7,18.0
ZHO,Bahrain Grand Prix,2.0,C1,-0.44744117647059056,0.0,22.7,18.0
STR,Bahrain Grand Prix,3.0,C1,-0.08359615384615893,0.8194,22.7,18.0
HUL,Bahrain Grand Prix,10.0,C1,0.3270000000000124,0.25980000000000003,22.7,18.0
VER,Bahrain Grand Prix,14.0,C1,1.0877884615384659,0.0,22.7,18.0
PER,Bahrain Grand Prix,19.0,C1,1.0328269230769251,0.0,22.7,18.0
SAI,Bahrain Grand Prix,17.0,C1,1.3902115384615428,0.49640000000000006,22.7,18.0
LEC,Bahrain Grand Prix,20.0,C1,1.3961346153846108,0.0,22.7,18.0
NOR,Bahrain Grand Prix,18.0,C1,1.1940192307692286,0.0,22.7,18.0
PIA,Bahrain Grand Prix,19.0,C1,1.664826923076916,0.272,22.7,18.0
HAM,Bahrain Grand Prix,19.0,C1,0.6583269230769275,0.47720000000000007,22.7,18.0
ALO,Bahrain Grand Prix,16.0,C1,0.5314038461538217,0.0,22.7,18.0
TSU,Bahrain Grand Prix,17.0,C1,0.7792941176470691,0.0,22.7,18.0
MAG,Bahrain Grand Prix,20.0,C1,1.737941176470585,0.0,22.7,18.0
ALB,Bahrain Grand Prix,16.0,C1,1.398411764705898,0.8553999999999999,22.7,18.0
RIC,Bahrain Grand Prix,18.0,C1,1.897176470588235,0.6942,22.7,18.0
ZHO,Bahrain Grand Prix,3.0,C1,0.44744117647057635,0.0,22.7,18.0
STR,Bahrain Grand Prix,4.0,C1,0.5412115384615248,0.7846,22.7,18.0
SAR,Bahrain Grand Prix,2.0,C1,-0.5286875000000038,0.0,22.7,18.0
HUL,Bahrain Grand Prix,11.0,C1,0.271000000000015,0.0,22.7,18.0
VER,Bahrain Grand Prix,15.0,C1,1.34959615384615,0.0,22.7,18.0
PER,Bahrain Grand Prix,20.0,C1,1.0246346153846133,0.0,22.7,18.0
SAI,Bahrain Grand Prix,18.0,C1,1.6700192307692276,0.4568,22.7,18.0
LEC,Bahrain Grand Prix,21.0,C1,1.360942307692298,0.0,22.7,18.0
NOR,Bahrain Grand Prix,19.0,C1,1.3368269230769272,0.5338,22.7,18.0
PIA,Bahrain Grand Prix,20.0,C1,1.31263461538461,0.1746000000000001,22.7,18.0
HAM,Bahrain Grand Prix,20.0,C1,1.0631346153846266,0.5962,22.7,18.0
ALO,Bahrain Grand Prix,17.0,C1,0.6852115384615161,0.0,22.7,18.0
TSU,Bahrain Grand Prix,18.0,C1,1.214176470588228,0.0,22.7,18.0
ALB,Bahrain Grand Prix,17.0,C1,1.502294117647068,0.0,22.7,18.0
RIC,Bahrain Grand Prix,19.0,C1,1.8240588235294126,0.6904,22.7,18.0
ZHO,Bahrain Grand Prix,4.0,C1,0.2543235294117636,0.0,22.7,18.0
STR,Bahrain Grand Prix,5.0,C1,0.21501923076921514,0.8036,22.7,18.0
SAR,Bahrain Grand Prix,3.0,C1,0.5286874999999895,0.0,22.7,18.0
HUL,Bahrain Grand Prix,12.0,C1,0.6850000000000165,0.0,22.7,18.0
VER,Bahrain Grand Prix,16.0,C1,1.3814038461538587,0.0,22.7,18.0
OCO,Bahrain Grand Prix,2.0,C1,0.06355882352941933,0.0,22.7,18.0
PER,Bahrain Grand Prix,21.0,C1,1.3674423076923148,0.0,22.7,18.0
SAI,Bahrain Grand Prix,19.0,C1,1.5188269230769293,0.35960000000000003,22.7,18.0
LEC,Bahrain Grand Prix,22.0,C1,1.2157499999999999,0.0,22.7,18.0
PIA,Bahrain Grand Prix,21.0,C1,1.292442307692312,0.0,22.7,18.0
ALO,Bahrain Grand Prix,18.0,C1,0.8860192307692216,0.0,22.7,18.0
RUS,Bahrain Grand Prix,2.0,C1,0.2710961538461589,0.7064,22.7,18.0
BOT,Bahrain Grand Prix,2.0,C1,0.2525588235294123,0.0,22.7,18.0
TSU,Bahrain Grand Prix,19.0,C1,0.921058823529421,0.0,22.7,18.0
ALB,Bahrain Grand Prix,18.0,C1,1.7211764705882473,0.0,22.7,18.0
RIC,Bahrain Grand Prix,20.0,C1,2.004941176470595,0.722,22.7,18.0
STR,Bahrain Grand Prix,6.0,C1,0.7978269230769115,0.0,22.7,18.0
ZHO,Bahrain Grand Prix,5.0,C1,2.233205882352948,0.0,22.7,18.0
SAR,Bahrain Grand Prix,4.0,C1,0.4380625000000009,0.0,22.7,18.0
HUL,Bahrain Grand Prix,13.0,C1,0.5910000000000224,0.0,22.7,17.9
VER,Bahrain Grand Prix,17.0,C1,1.7062115384615453,0.0,22.7,17.9
OCO,Bahrain Grand Prix,3.0,C1,-0.06355882352940512,0.0,22.7,17.9
GAS,Bahrain Grand Prix,2.0,C1,-0.28408163265305575,0.11739999999999995,22.7,17.9
PER,Bahrain Grand Prix,22.0,C1,1.2362500000000125,0.0,22.7,17.9
SAI,Bahrain Grand Prix,20.0,C1,1.5686346153846245,0.36119999999999997,22.7,17.9
RUS,Bahrain Grand Prix,3.0,C1,-0.2710961538461447,0.0,22.7,18.0
ALO,Bahrain Grand Prix,19.0,C1,1.339826923076913,0.0,22.7,18.0
BOT,Bahrain Grand Prix,3.0,C1,-0.2525588235294123,0.0,22.7,18.0
ALB,Bahrain Grand Prix,19.0,C1,1.181058823529412,0.0,22.7,18.0
RIC,Bahrain Grand Prix,21.0,C1,2.156823529411753,0.7612,22.7,18.0
STR,Bahrain Grand Prix,7.0,C1,0.8356346153845919,0.0,22.7,18.0
ZHO,Bahrain Grand Prix,6.0,C1,0.8360882352941132,0.8266,22.7,18.0
SAR,Bahrain Grand Prix,5.0,C1,1.3674375000000083,0.0,22.7,18.0
HUL,Bahrain Grand Prix,14.0,C1,0.5560000000000116,0.0,22.7,18.0
MAG,Bahrain Grand Prix,2.0,C1,-0.0919411764705842,0.0,22.7,18.0
VER,Bahrain Grand Prix,18.0,C1,1.646019230769241,0.0,22.7,18.0
OCO,Bahrain Grand Prix,4.0,C1,-0.48567647058823127,0.0,22.7,18.0
GAS,Bahrain Grand Prix,3.0,C1,0.28408163265306996,0.2358,22.7,18.0
PER,Bahrain Grand Prix,23.0,C1,1.6890576923076992,0.0,22.6,18.0
RUS,Bahrain Grand Prix,4.0,C1,0.31471153846156597,0.0,22.6,18.0
ALO,Bahrain Grand Prix,20.0,C1,1.0666346153846007,0.5488000000000001,22.6,18.0
NOR,Bahrain Grand Prix,2.0,C1,-0.6344038461538446,0.0,22.6,18.0
BOT,Bahrain Grand Prix,4.0,C1,1.6103235294117582,0.0,22.6,18.0
HAM,Bahrain Grand Prix,2.0,C1,0.0775961538461587,0.11080000000000001,22.6,18.0
ALB,Bahrain Grand Prix,20.0,C1,1.2539411764705903,0.0,22.6,18.0
STR,Bahrain Grand Prix,8.0,C1,0.8004423076923075,0.0,22.6,18.0
ZHO,Bahrain Grand Prix,7.0,C1,0.9199705882353015,0.7894,22.6,18.0
SAR,Bahrain Grand Prix,6.0,C1,0.4688124999999843,0.0,22.6,18.0
HUL,Bahrain Grand Prix,15.0,C1,0.8800000000000097,0.0,22.6,18.0
MAG,Bahrain Grand Prix,3.0,C1,0.0919411764705984,0.0,22.6,18.0
VER,Bahrain Grand Prix,19.0,C1,1.8878269230769291,0.0,22.6,18.0
OCO,Bahrain Grand Prix,5.0,C1,-0.30179411764704867,0.0,22.6,18.0
GAS,Bahrain Grand Prix,4.0,C1,0.033244897959193054,0.15660000000000007,22.6,18.0
RUS,Bahrain Grand Prix,5.0,C1,0.03151923076924845,0.0,22.6,18.0
LEC,Bahrain Grand Prix,2.0,C1,-0.43090384615385346,0.17120000000000002,22.6,18.0
NOR,Bahrain Grand Prix,3.0,C1,0.6344038461538446,0.792,22.6,18.0
ALO,Bahrain Grand Prix,21.0,C1,2.1914423076922986,0.0,22.6,18.0
BOT,Bahrain Grand Prix,5.0,C1,0.23520588235294326,0.0,22.6,18.0
HAM,Bahrain Grand Prix,3.0,C1,-0.0775961538461587,0.0,22.6,18.0
