Driver,EventName,TyreLife,exact_compound,delta_from_fresh,dirty_air,TrackTemp,AirTemp
PIA,Austrian Grand Prix,6.0,C4,0.7574615384615271,0.8688,48.4,29.5
HUL,Austrian Grand Prix,6.0,C4,0.8208593749999977,0.6842,48.4,29.5
OCO,Austrian Grand Prix,6.0,C4,0.07846153846153925,0.81,48.4,29.5
MAG,Austrian Grand Prix,6.0,C4,0.2513593749999927,0.831,48.4,29.5
GAS,Austrian Grand Prix,6.0,C4,0.007359374999992951,0.8573999999999999,48.4,29.5
RIC,Austrian Grand Prix,6.0,C4,-0.24314062500000944,0.7996,48.4,29.5
TSU,Austrian Grand Prix,6.0,C4,-0.01814062500001512,0.7545999999999999,48.4,29.5
ALO,Austrian Grand Prix,9.0,C4,0.03616393442621302,0.8518,48.4,29.5
ALB,Austrian Grand Prix,6.0,C4,-0.36364062500001637,0.8952,48.4,29.5
STR,Austrian Grand Prix,7.0,C4,-0.5838750000000061,0.8892,48.4,29.5
BOT,Austrian Grand Prix,6.0,C4,-0.6581406250000157,0.628,48.4,29.5
ZHO,Austrian Grand Prix,6.0,C3,0.40483333333332894,0.6174,48.4,29.5
LEC,Austrian Grand Prix,5.0,C3,0.15291935483871555,0.0,48.4,29.5
SAR,Austrian Grand Prix,11.0,C4,0.41990322580645056,0.0,48.4,29.5
VER,Austrian Grand Prix,7.0,C4,0.5260714285714414,0.0,48.6,29.4
NOR,Austrian Grand Prix,7.0,C4,0.5896206896551774,0.4274,48.6,29.4
RUS,Austrian Grand Prix,7.0,C4,0.3688076923076977,0.5478,48.6,29.4
SAI,Austrian Grand Prix,7.0,C4,0.6458076923076987,0.6974,48.6,29.4
HAM,Austrian Grand Prix,7.0,C4,0.7718906249999833,0.8802,48.6,29.4
PIA,Austrian Grand Prix,7.0,C4,0.6493076923076728,0.666,48.6,29.4
PER,Austrian Grand Prix,7.0,C4,2.01139062499999,0.0,48.6,29.4
HUL,Austrian Grand Prix,7.0,C4,1.4693906250000026,0.5814,48.6,29.4
OCO,Austrian Grand Prix,7.0,C4,0.5273076923077014,0.7892,48.6,29.4
MAG,Austrian Grand Prix,7.0,C4,0.574890625000009,0.8248,48.6,29.4
GAS,Austrian Grand Prix,7.0,C4,0.42689062499999864,0.8724000000000001,48.6,29.4
RIC,Austrian Grand Prix,7.0,C4,0.09539062499999318,0.8064,48.6,29.4
TSU,Austrian Grand Prix,7.0,C4,0.23239062499999363,0.6952,48.6,29.4
ALO,Austrian Grand Prix,10.0,C4,0.47488524590163195,0.868,48.6,29.4
ALB,Austrian Grand Prix,7.0,C4,0.12789062499999204,0.8814,48.6,29.4
STR,Austrian Grand Prix,8.0,C4,-0.18834375000000136,0.8698,48.6,29.4
BOT,Austrian Grand Prix,7.0,C4,-0.5126093750000109,0.5908,48.6,29.4
ZHO,Austrian Grand Prix,7.0,C3,0.5220714285714365,0.5572,48.6,29.4
LEC,Austrian Grand Prix,6.0,C3,0.5088870967742025,0.0,48.6,29.4
SAR,Austrian Grand Prix,12.0,C4,0.45187096774192526,0.0,48.7,29.5
VER,Austrian Grand Prix,8.0,C4,0.6823095238095362,0.0,48.7,29.5
NOR,Austrian Grand Prix,8.0,C4,0.6117586206896561,0.36360000000000003,48.7,29.5
RUS,Austrian Grand Prix,8.0,C4,0.38565384615384346,0.5192,48.7,29.5
SAI,Austrian Grand Prix,8.0,C4,0.6046538461538518,0.5894,48.7,29.5
HAM,Austrian Grand Prix,8.0,C4,0.8284218749999894,0.885,48.7,29.5
PIA,Austrian Grand Prix,8.0,C4,0.9501538461538388,0.6868,48.7,29.5
PER,Austrian Grand Prix,8.0,C4,1.3009218750000002,0.859,48.7,29.5
HUL,Austrian Grand Prix,8.0,C4,1.5089218750000128,0.7412,48.7,29.5
OCO,Austrian Grand Prix,8.0,C4,0.6141538461538403,0.8082,48.7,29.5
MAG,Austrian Grand Prix,8.0,C4,0.7614218750000106,0.8438,48.7,29.5
GAS,Austrian Grand Prix,8.0,C4,0.6374218750000011,0.8682,48.7,29.5
RIC,Austrian Grand Prix,8.0,C4,0.44992187500000114,0.8294,48.7,29.5
TSU,Austrian Grand Prix,8.0,C4,0.3919218749999942,0.6534,48.7,29.5
ALO,Austrian Grand Prix,11.0,C4,0.41760655737704155,0.847,48.7,29.5
ALB,Austrian Grand Prix,8.0,C4,-0.03657812500000546,0.8566,48.7,29.5
STR,Austrian Grand Prix,9.0,C4,-0.27981250000000557,0.8695999999999999,48.7,29.5
BOT,Austrian Grand Prix,8.0,C4,-0.30007812499999886,0.6036,48.7,29.5
ZHO,Austrian Grand Prix,8.0,C3,0.6113095238095241,0.5027999999999999,48.7,29.5
LEC,Austrian Grand Prix,7.0,C3,0.4098548387096912,0.0,48.7,29.5
SAR,Austrian Grand Prix,13.0,C4,0.6478387096774156,0.0,48.7,29.5
VER,Austrian Grand Prix,9.0,C4,0.9965476190476181,0.0,48.7,29.5
NOR,Austrian Grand Prix,9.0,C4,0.5948965517241334,0.3274,48.7,29.5
RUS,Austrian Grand Prix,9.0,C4,0.4025000000000034,0.4905999999999999,48.7,29.5
SAI,Austrian Grand Prix,9.0,C4,0.23450000000001125,0.493,48.7,29.5
HAM,Austrian Grand Prix,9.0,C4,0.6439531249999817,0.8704000000000001,48.7,29.5
PIA,Austrian Grand Prix,9.0,C4,0.6670000000000016,0.6586,48.7,29.5
PER,Austrian Grand Prix,9.0,C4,1.1474531249999984,0.784,48.7,29.5
HUL,Austrian Grand Prix,9.0,C4,1.5684531249999907,0.751,48.7,29.5
OCO,Austrian Grand Prix,9.0,C4,0.6170000000000044,0.8176,48.7,29.5
MAG,Austrian Grand Prix,9.0,C4,0.7649531250000052,0.843,48.7,29.5
GAS,Austrian Grand Prix,9.0,C4,0.5119531249999909,0.8592,48.7,29.5
RIC,Austrian Grand Prix,9.0,C4,0.2374531249999876,0.8236,48.7,29.5
TSU,Austrian Grand Prix,9.0,C4,0.23545312499999227,0.6506,48.7,29.5
ALO,Austrian Grand Prix,12.0,C4,0.3413278688524599,0.8698,48.7,29.5
ALB,Austrian Grand Prix,9.0,C4,-0.17304687500001137,0.8528,48.7,29.5
STR,Austrian Grand Prix,10.0,C4,-0.39628125000000125,0.8548,48.7,29.5
BOT,Austrian Grand Prix,9.0,C4,-0.5255468750000034,0.5556,48.7,29.5
ZHO,Austrian Grand Prix,9.0,C3,0.7275476190476127,0.47320000000000007,48.7,29.6
LEC,Austrian Grand Prix,8.0,C3,0.5268225806451738,0.0,48.7,29.6
SAR,Austrian Grand Prix,14.0,C4,0.8868064516128982,0.0,48.7,29.6
VER,Austrian Grand Prix,10.0,C4,1.0377857142857323,0.0,48.7,29.6
NOR,Austrian Grand Prix,10.0,C4,1.9490344827586341,0.35819999999999996,48.7,29.6
RUS,Austrian Grand Prix,10.0,C4,1.0813461538461553,0.45419999999999994,48.7,29.6
SAI,Austrian Grand Prix,10.0,C4,0.49934615384616166,0.474,48.7,29.6
HAM,Austrian Grand Prix,10.0,C4,0.7044843749999927,0.8188,48.7,29.6
PIA,Austrian Grand Prix,10.0,C4,1.0558461538461472,0.65,48.7,29.6
PER,Austrian Grand Prix,10.0,C4,1.2699843749999928,0.6832,48.7,29.6
HUL,Austrian Grand Prix,10.0,C4,1.6599843750000076,0.7182,49.0,29.6
OCO,Austrian Grand Prix,10.0,C4,0.9558461538461529,0.8382000000000001,49.0,29.6
GAS,Austrian Grand Prix,10.0,C4,1.1794843750000013,0.7182,49.0,29.6
TSU,Austrian Grand Prix,10.0,C4,0.43298437500000375,0.4718,49.0,29.6
ALO,Austrian Grand Prix,13.0,C4,0.8050491803278703,0.0,49.0,29.6
ALB,Austrian Grand Prix,10.0,C4,0.21448437499999784,0.0,49.0,29.6
STR,Austrian Grand Prix,11.0,C4,-0.19675000000000864,0.8360000000000001,49.0,29.6
BOT,Austrian Grand Prix,10.0,C4,-0.396015625000004,0.5294,49.0,29.6
ZHO,Austrian Grand Prix,10.0,C3,0.9477857142857147,0.37539999999999996,49.0,29.6
LEC,Austrian Grand Prix,9.0,C3,0.645790322580666,0.0,49.0,29.6
SAR,Austrian Grand Prix,15.0,C4,1.0647741935483879,0.0,49.0,29.6
VER,Austrian Grand Prix,11.0,C4,1.049023809523817,0.0,49.0,29.6
NOR,Austrian Grand Prix,11.0,C4,1.0911724137931031,0.12719999999999998,48.7,29.7
RUS,Austrian Grand Prix,11.0,C4,1.1431923076923027,0.5518,48.7,29.7
SAI,Austrian Grand Prix,11.0,C4,0.43819230769230444,0.5378000000000001,48.7,29.7
HAM,Austrian Grand Prix,11.0,C4,0.9690156249999831,0.8082,48.7,29.7
PIA,Austrian Grand Prix,11.0,C4,1.1246923076922997,0.5756,48.7,29.7
PER,Austrian Grand Prix,11.0,C4,1.285515624999988,0.6358,48.7,29.7
OCO,Austrian Grand Prix,11.0,C4,1.0506923076923016,0.5008,48.7,29.7
GAS,Austrian Grand Prix,11.0,C4,1.0320156249999854,0.6686,48.7,29.7
TSU,Austrian Grand Prix,11.0,C4,0.6035156249999858,0.0,48.7,29.7
ALB,Austrian Grand Prix,11.0,C4,0.5300156249999901,0.7146,48.7,29.7
STR,Austrian Grand Prix,12.0,C4,0.24578124999999318,0.8548,48.7,29.7
BOT,Austrian Grand Prix,11.0,C4,-0.2864843750000148,0.0,48.7,29.7
ZHO,Austrian Grand Prix,11.0,C3,0.7260238095238094,0.25960000000000005,48.7,29.7
LEC,Austrian Grand Prix,10.0,C3,0.9537580645161512,0.0,48.7,29.7
SAR,Austrian Grand Prix,16.0,C4,1.0137419354838642,0.0,48.7,29.7
VER,Austrian Grand Prix,12.0,C4,1.0442619047619104,0.0,48.2,29.6
NOR,Austrian Grand Prix,12.0,C4,1.181310344827594,0.07079999999999997,48.2,29.6
RUS,Austrian Grand Prix,12.0,C4,1.041038461538463,0.46440000000000003,48.2,29.6
SAI,Austrian Grand Prix,12.0,C4,0.6580384615384673,0.6262,48.2,29.6
HAM,Austrian Grand Prix,12.0,C4,1.0335468749999848,0.7326,48.2,29.6
PIA,Austrian Grand Prix,12.0,C4,0.927538461538461,0.5402,48.2,29.6
PER,Austrian Grand Prix,12.0,C4,1.4450468749999885,0.5992,48.2,29.6
OCO,Austrian Grand Prix,12.0,C4,0.9665384615384625,0.4292,48.2,29.6
GAS,Austrian Grand Prix,12.0,C4,1.0925468749999965,0.6676,48.2,29.6
TSU,Austrian Grand Prix,12.0,C4,0.7720468750000009,0.5913999999999999,48.2,29.6
STR,Austrian Grand Prix,13.0,C4,0.25231250000000216,0.5107999999999999,48.2,29.6
BOT,Austrian Grand Prix,12.0,C4,-0.09795312500000364,0.0,48.2,29.6
ZHO,Austrian Grand Prix,12.0,C3,1.1002619047619078,0.21020000000000005,48.2,29.6
MAG,Austrian Grand Prix,2.0,C3,-0.3682656250000065,0.0,48.2,29.6
RIC,Austrian Grand Prix,2.0,C3,-0.11126562499998727,0.0,48.2,29.6
LEC,Austrian Grand Prix,11.0,C3,1.2477258064516263,0.0,48.2,29.6
SAR,Austrian Grand Prix,17.0,C4,1.4287096774193344,0.0,48.0,29.5
VER,Austrian Grand Prix,13.0,C4,1.532500000000013,0.0,48.0,29.5
NOR,Austrian Grand Prix,13.0,C4,1.4094482758620615,0.0,48.0,29.5
RUS,Austrian Grand Prix,13.0,C4,1.2708846153846167,0.4144,48.0,29.5
SAI,Austrian Grand Prix,13.0,C4,0.9958846153846252,0.6502,48.0,29.5
HAM,Austrian Grand Prix,13.0,C4,1.1950781249999949,0.6882,48.0,29.5
PIA,Austrian Grand Prix,13.0,C4,1.118384615384599,0.557,48.0,29.5
PER,Austrian Grand Prix,13.0,C4,1.3795781249999948,0.49139999999999995,48.0,29.5
OCO,Austrian Grand Prix,13.0,C4,1.3403846153846217,0.4062,48.0,29.5
GAS,Austrian Grand Prix,13.0,C4,0.8860781249999974,0.6378,48.0,29.5
TSU,Austrian Grand Prix,13.0,C4,1.0595781250000016,0.5978,48.0,29.5
STR,Austrian Grand Prix,14.0,C4,0.4368437499999942,0.48460000000000003,48.0,29.5
BOT,Austrian Grand Prix,13.0,C4,0.05057812500000125,0.5896,48.0,29.5
ZHO,Austrian Grand Prix,13.0,C3,0.9595000000000056,0.12379999999999991,48.0,29.5
HUL,Austrian Grand Prix,2.0,C3,-0.37626562500000205,0.0,48.0,29.5
MAG,Austrian Grand Prix,3.0,C3,0.36826562499999227,0.0,48.0,29.5
RIC,Austrian Grand Prix,3.0,C3,0.11126562500000148,0.6582,48.0,29.5
ALO,Austrian Grand Prix,3.0,C4,0.0,0.36840000000000006,48.0,29.5
LEC,Austrian Grand Prix,12.0,C3,1.3636935483871042,0.741,48.1,29.6
SAR,Austrian Grand Prix,18.0,C4,1.4426774193548226,0.0,48.1,29.6
VER,Austrian Grand Prix,14.0,C4,1.329738095238099,0.0,48.1,29.6
NOR,Austrian Grand Prix,14.0,C4,1.4975862068965569,0.0,48.1,29.6
RUS,Austrian Grand Prix,14.0,C4,1.4337307692307633,0.363,48.1,29.6
SAI,Austrian Grand Prix,14.0,C4,1.0877307692307738,0.6526,48.1,29.6
HAM,Austrian Grand Prix,14.0,C4,1.3846093749999824,0.6792,48.1,29.6
PIA,Austrian Grand Prix,14.0,C4,1.2862307692307695,0.5678,48.1,29.6
PER,Austrian Grand Prix,14.0,C4,1.3091093749999914,0.43499999999999994,48.1,29.6
OCO,Austrian Grand Prix,14.0,C4,1.264230769230764,0.2952,48.1,29.6
GAS,Austrian Grand Prix,14.0,C4,1.146609374999997,0.7242,48.1,29.6
TSU,Austrian Grand Prix,14.0,C4,1.0321093749999903,0.5054000000000001,48.1,29.6
STR,Austrian Grand Prix,15.0,C4,0.31537499999998886,0.479,48.1,29.6
BOT,Austrian Grand Prix,14.0,C4,0.14610937499999466,0.6148,48.1,29.6
ZHO,Austrian Grand Prix,14.0,C3,1.130738095238101,0.09540000000000004,48.6,29.6
HUL,Austrian Grand Prix,3.0,C3,0.37626562500000205,0.0,48.6,29.6
MAG,Austrian Grand Prix,4.0,C3,-0.5582031250000057,0.8222,48.6,29.6
RIC,Austrian Grand Prix,4.0,C3,0.21479687500001887,0.7616,48.6,29.6
ALO,Austrian Grand Prix,4.0,C4,0.5167213114754077,0.4756,48.6,29.6
ALB,Austrian Grand Prix,2.0,C3,0.03423437499999693,0.5608,48.6,29.6
LEC,Austrian Grand Prix,13.0,C3,2.6026612903225868,0.0,48.6,29.6
SAR,Austrian Grand Prix,19.0,C4,1.4616451612903063,0.0,48.6,29.6
VER,Austrian Grand Prix,15.0,C4,1.6959761904762019,0.0,48.6,29.6
NOR,Austrian Grand Prix,15.0,C4,1.447724137931047,0.0,48.6,29.6
RUS,Austrian Grand Prix,15.0,C4,1.508576923076916,0.2956000000000001,48.6,29.6
SAI,Austrian Grand Prix,15.0,C4,1.346576923076924,0.6692,48.6,29.6
HAM,Austrian Grand Prix,15.0,C4,1.5941406249999943,0.6508,48.6,29.6
PIA,Austrian Grand Prix,15.0,C4,1.5710769230769301,0.5828,48.6,29.6
PER,Austrian Grand Prix,15.0,C4,1.6846406250000001,0.4264,48.6,29.6
OCO,Austrian Grand Prix,15.0,C4,1.469076923076912,0.18520000000000003,48.2,29.6
GAS,Austrian Grand Prix,15.0,C4,1.3591406249999949,0.7434000000000001,48.2,29.6
TSU,Austrian Grand Prix,15.0,C4,1.3106406249999907,0.4706,48.2,29.6
STR,Austrian Grand Prix,16.0,C4,0.699906249999998,0.49219999999999997,48.2,29.6
BOT,Austrian Grand Prix,15.0,C4,0.2616406249999983,0.5966,48.2,29.6
ZHO,Austrian Grand Prix,15.0,C3,1.0779761904761926,0.051999999999999935,48.2,29.6
HUL,Austrian Grand Prix,4.0,C3,0.2857968750000168,0.1933999999999999,48.2,29.6
MAG,Austrian Grand Prix,5.0,C3,-0.29267187499999636,0.8738,48.2,29.6
RIC,Austrian Grand Prix,5.0,C3,0.1293281250000149,0.659,48.2,29.6
ALO,Austrian Grand Prix,5.0,C4,0.37044262295080443,0.5006,48.2,29.6
ALB,Austrian Grand Prix,3.0,C3,-0.03423437499999693,0.5614,48.2,29.6
LEC,Austrian Grand Prix,14.0,C3,1.7246290322580649,0.8162,48.2,29.6
SAR,Austrian Grand Prix,20.0,C4,1.4266129032258021,0.0,48.2,29.6
VER,Austrian Grand Prix,16.0,C4,1.6702142857142945,0.0,48.2,29.6
NOR,Austrian Grand Prix,16.0,C4,1.8258620689655203,0.0,48.2,29.6
RUS,Austrian Grand Prix,16.0,C4,1.4634230769230783,0.20220000000000005,48.2,29.6
SAI,Austrian Grand Prix,16.0,C4,1.2804230769230855,0.649,48.1,29.7
HAM,Austrian Grand Prix,16.0,C4,1.4896718749999849,0.6324,48.1,29.7
PIA,Austrian Grand Prix,16.0,C4,1.4339230769230653,0.5826,48.1,29.7
PER,Austrian Grand Prix,16.0,C4,1.8711718749999875,0.39980000000000004,48.1,29.7
OCO,Austrian Grand Prix,16.0,C4,1.597923076923081,0.10920000000000007,48.1,29.7
GAS,Austrian Grand Prix,16.0,C4,1.6946718749999832,0.7612,48.1,29.7
TSU,Austrian Grand Prix,16.0,C4,1.4731718749999914,0.4226,48.1,29.7
STR,Austrian Grand Prix,17.0,C4,0.7634374999999949,0.48419999999999996,48.1,29.7
BOT,Austrian Grand Prix,16.0,C4,0.8691718749999922,0.6322,48.1,29.7
ZHO,Austrian Grand Prix,16.0,C3,1.3252142857142957,0.04239999999999999,48.1,29.7
HUL,Austrian Grand Prix,5.0,C3,0.5193281250000013,0.41779999999999995,48.1,29.7
MAG,Austrian Grand Prix,6.0,C3,-0.052140625000006935,0.8542000000000001,48.1,29.7
RIC,Austrian Grand Prix,6.0,C3,0.4298593750000066,0.6266,48.1,29.7
ALO,Austrian Grand Prix,6.0,C4,0.36916393442622564,0.5382,48.1,29.7
ALB,Austrian Grand Prix,4.0,C3,0.08629687499998795,0.546,48.1,29.7
SAR,Austrian Grand Prix,21.0,C4,1.7695806451612839,0.0,48.1,29.7
VER,Austrian Grand Prix,17.0,C4,1.739452380952386,0.0,48.0,29.8
NOR,Austrian Grand Prix,17.0,C4,1.6910000000000025,0.0,48.0,29.8
RUS,Austrian Grand Prix,17.0,C4,1.5842692307692374,0.1923999999999999,48.0,29.8
SAI,Austrian Grand Prix,17.0,C4,1.568269230769232,0.633,48.0,29.8
HAM,Austrian Grand Prix,17.0,C4,1.6332031249999943,0.6218,48.0,29.8
PIA,Austrian Grand Prix,17.0,C4,1.5287692307692282,0.5888,48.0,29.8
PER,Austrian Grand Prix,17.0,C4,1.8407031249999903,0.3086,48.0,29.8
OCO,Austrian Grand Prix,17.0,C4,1.7277692307692263,0.04459999999999997,48.0,29.8
GAS,Austrian Grand Prix,17.0,C4,1.7272031249999884,0.7378,48.0,29.8
TSU,Austrian Grand Prix,17.0,C4,1.5337031249999882,0.4092,48.0,29.8
STR,Austrian Grand Prix,18.0,C4,1.0009687499999984,0.496,48.0,29.8
BOT,Austrian Grand Prix,17.0,C4,0.5967031249999906,0.5589999999999999,48.0,29.8
ZHO,Austrian Grand Prix,17.0,C3,1.7814523809523877,0.1050000000000001,48.0,29.8
HUL,Austrian Grand Prix,6.0,C3,0.6668593750000156,0.6448,48.0,29.8
MAG,Austrian Grand Prix,7.0,C3,-0.17560937500000762,0.8331999999999999,48.0,29.8
RIC,Austrian Grand Prix,7.0,C3,0.2173906250000215,0.5822,48.0,29.8
ALO,Austrian Grand Prix,7.0,C4,0.5598852459016257,0.6366,48.0,29.8
ALB,Austrian Grand Prix,5.0,C3,0.2748281249999991,0.5058,48.0,29.8
SAR,Austrian Grand Prix,22.0,C4,2.5415483870967677,0.0,47.8,29.8
VER,Austrian Grand Prix,18.0,C4,2.1676904761904865,0.0,47.8,29.8
NOR,Austrian Grand Prix,18.0,C4,1.8491379310344769,0.0,47.8,29.8
RUS,Austrian Grand Prix,18.0,C4,1.466115384615378,0.13040000000000007,47.8,29.8
SAI,Austrian Grand Prix,18.0,C4,1.3971153846153896,0.5836,47.8,29.8
HAM,Austrian Grand Prix,18.0,C4,1.5807343749999916,0.6402,47.8,29.8
PIA,Austrian Grand Prix,18.0,C4,1.6146153846153766,0.6046,47.8,29.8
PER,Austrian Grand Prix,18.0,C4,1.6972343750000078,0.24260000000000004,47.8,29.8
OCO,Austrian Grand Prix,18.0,C4,1.6046153846153857,0.0,47.8,29.8
GAS,Austrian Grand Prix,18.0,C4,1.8527343749999972,0.734,47.8,29.8
TSU,Austrian Grand Prix,18.0,C4,1.5992343749999947,0.3902,47.8,29.8
STR,Austrian Grand Prix,19.0,C4,1.0404999999999944,0.47240000000000004,47.8,29.8
BOT,Austrian Grand Prix,18.0,C4,0.7422343749999953,0.5878,47.8,29.8
HUL,Austrian Grand Prix,7.0,C3,0.9663906250000025,0.0,47.8,29.8
MAG,Austrian Grand Prix,8.0,C3,0.4199218749999858,0.8664000000000001,47.8,29.8
ZHO,Austrian Grand Prix,18.0,C3,2.840690476190474,0.0,47.8,29.8
RIC,Austrian Grand Prix,8.0,C3,0.5439218750000094,0.35540000000000005,47.8,29.8
ALO,Austrian Grand Prix,8.0,C4,0.804606557377042,0.6548,47.8,29.8
ALB,Austrian Grand Prix,6.0,C3,0.3973593749999793,0.4656,47.8,29.8
LEC,Austrian Grand Prix,2.0,C4,-0.0019838709677486577,0.0,47.6,29.8
VER,Austrian Grand Prix,19.0,C4,2.3639285714285734,0.0,47.6,29.8
SAR,Austrian Grand Prix,23.0,C4,3.436516129032256,0.8438,47.6,29.8
NOR,Austrian Grand Prix,19.0,C4,2.2982758620689765,0.0,47.6,29.8
RUS,Austrian Grand Prix,19.0,C4,1.7819615384615446,0.12260000000000004,47.6,29.8
SAI,Austrian Grand Prix,19.0,C4,1.7889615384615354,0.5448000000000001,47.6,29.8
HAM,Austrian Grand Prix,19.0,C4,2.260265624999988,0.635,47.6,29.8
PIA,Austrian Grand Prix,19.0,C4,1.8344615384615395,0.5926,47.6,29.8
PER,Austrian Grand Prix,19.0,C4,2.0087656249999952,0.22260000000000002,47.6,29.8
GAS,Austrian Grand Prix,19.0,C4,1.9202656249999848,0.0,47.6,29.8
TSU,Austrian Grand Prix,19.0,C4,1.7307656249999894,0.0,47.6,29.8
STR,Austrian Grand Prix,20.0,C4,1.1720312499999892,0.45399999999999996,47.6,29.8
HUL,Austrian Grand Prix,8.0,C3,0.5769218750000107,0.0,47.8,29.7
MAG,Austrian Grand Prix,9.0,C3,0.23545312499999227,0.0,47.8,29.7
ZHO,Austrian Grand Prix,19.0,C3,1.6169285714285593,0.7858,47.8,29.7
RIC,Austrian Grand Prix,9.0,C3,0.9964531250000164,0.797,47.8,29.7
ALO,Austrian Grand Prix,9.0,C4,0.7483278688524422,0.6898,47.8,29.7
ALB,Austrian Grand Prix,7.0,C3,0.4798906249999959,0.4494,47.8,29.7
LEC,Austrian Grand Prix,3.0,C4,0.001983870967734447,0.0,47.8,29.7
VER,Austrian Grand Prix,20.0,C4,2.4421666666666795,0.0,47.8,29.7
SAR,Austrian Grand Prix,24.0,C4,1.8214838709677394,0.19700000000000006,47.8,29.7
NOR,Austrian Grand Prix,20.0,C4,1.9774137931034517,0.0,47.8,29.7
RUS,Austrian Grand Prix,20.0,C4,1.7878076923076947,0.14039999999999997,47.8,29.7
SAI,Austrian Grand Prix,20.0,C4,1.705807692307701,0.4908,47.8,29.7
HAM,Austrian Grand Prix,20.0,C4,2.020796874999988,0.5724,47.8,29.7
PIA,Austrian Grand Prix,20.0,C4,1.8663076923076858,0.6724,47.8,29.7
PER,Austrian Grand Prix,20.0,C4,2.1112968749999936,0.1843999999999999,47.8,29.7
TSU,Austrian Grand Prix,20.0,C4,1.8562968749999982,0.0,48.3,29.7
HUL,Austrian Grand Prix,9.0,C3,0.5904531250000105,0.0,48.3,29.7
MAG,Austrian Grand Prix,10.0,C3,-0.17801562500000045,0.0,48.3,29.7
RIC,Austrian Grand Prix,10.0,C3,0.34998437500001955,0.4825999999999999,48.3,29.7
ALO,Austrian Grand Prix,10.0,C4,0.9360491803278563,0.827,48.3,29.7
ZHO,Austrian Grand Prix,20.0,C3,4.714166666666671,0.0,48.3,29.7
ALB,Austrian Grand Prix,8.0,C3,0.5994218750000044,0.1352,48.3,29.7
LEC,Austrian Grand Prix,4.0,C4,-0.06804838709678052,0.0,48.3,29.7
VER,Austrian Grand Prix,21.0,C4,2.2394047619047655,0.0,48.3,29.7
NOR,Austrian Grand Prix,21.0,C4,2.145551724137931,0.0,48.3,29.7
RUS,Austrian Grand Prix,21.0,C4,1.9416538461538408,0.09179999999999988,48.3,29.7
SAI,Austrian Grand Prix,21.0,C4,1.8446538461538466,0.4546,48.3,29.7
PIA,Austrian Grand Prix,21.0,C4,2.0291538461538323,0.239,48.3,29.6
HUL,Austrian Grand Prix,10.0,C3,0.8569843750000103,0.0,48.3,29.6
MAG,Austrian Grand Prix,11.0,C3,0.23251562499999068,0.7918000000000001,48.3,29.6
RIC,Austrian Grand Prix,11.0,C3,0.3895156250000156,0.42900000000000005,48.3,29.6
ALO,Austrian Grand Prix,11.0,C4,0.8867704918032615,0.7978000000000001,48.3,29.6
ALB,Austrian Grand Prix,9.0,C3,0.24695312499999034,0.3738,48.3,29.6
OCO,Austrian Grand Prix,2.0,C3,-0.18592307692307486,0.864,48.3,29.6
ZHO,Austrian Grand Prix,21.0,C3,2.734404761904756,0.0,48.3,29.6
BOT,Austrian Grand Prix,2.0,C3,-0.2567656249999999,0.0,48.3,29.6
LEC,Austrian Grand Prix,5.0,C4,-0.11108064516129446,0.0,48.3,29.6
VER,Austrian Grand Prix,22.0,C4,2.5336428571428655,0.0,48.3,29.6
NOR,Austrian Grand Prix,22.0,C4,2.0166896551724136,0.0,48.2,29.6
PIA,Austrian Grand Prix,22.0,C4,1.5789999999999935,0.0,48.2,29.6
HUL,Austrian Grand Prix,11.0,C3,1.0215156250000064,0.0,48.2,29.6
MAG,Austrian Grand Prix,12.0,C3,0.7090468749999985,0.7814,48.2,29.6
RIC,Austrian Grand Prix,12.0,C3,1.3040468750000116,0.0,48.2,29.6
ALO,Austrian Grand Prix,12.0,C4,1.6154918032786725,0.7867999999999999,48.2,29.6
ALB,Austrian Grand Prix,10.0,C3,0.6644843750000007,0.40279999999999994,48.2,29.6
OCO,Austrian Grand Prix,3.0,C3,0.18592307692307486,0.8804,48.2,29.6
GAS,Austrian Grand Prix,2.0,C3,0.046234375000011596,0.6534,48.2,29.6
ZHO,Austrian Grand Prix,22.0,C3,2.4626428571428676,0.0,48.2,29.6
STR,Austrian Grand Prix,2.0,C4,0.08623437500000364,0.0,48.2,29.6
BOT,Austrian Grand Prix,3.0,C3,0.2567656249999999,0.7838,48.2,29.6
LEC,Austrian Grand Prix,6.0,C4,-0.37811290322581215,0.0,47.3,29.7
PIA,Austrian Grand Prix,23.0,C4,1.4808461538461444,0.0,47.3,29.7
SAR,Austrian Grand Prix,2.0,C3,-1.3034838709677388,0.0,47.3,29.7
HAM,Austrian Grand Prix,2.0,C3,-0.10476562499999886,0.0,47.3,29.7
HUL,Austrian Grand Prix,12.0,C3,1.0430468750000017,0.15999999999999992,47.3,29.7
MAG,Austrian Grand Prix,13.0,C3,0.7105781249999836,0.7086,47.3,29.7
PER,Austrian Grand Prix,2.0,C3,0.14023437499999147,0.6488,47.3,29.7
RIC,Austrian Grand Prix,13.0,C3,0.5025781250000136,0.7338,47.3,29.7
ALO,Austrian Grand Prix,13.0,C4,0.87921311475408,0.8134,47.3,29.7
OCO,Austrian Grand Prix,4.0,C3,-0.4362307692307752,0.3994,47.3,29.7
ALB,Austrian Grand Prix,11.0,C3,1.2310156249999835,0.0,47.3,29.7
GAS,Austrian Grand Prix,3.0,C3,-0.046234374999997385,0.622,47.3,29.7
